date,state_code,total_tests,new_tests,total_cases,new_cases,total_negatives,new_negatives,total_deaths,new_deaths,total_hospitalized,currently_hospitalized,new_hospitalized,in_icu_currently,in_icu_cumulative,on_ventilator_currently,on_ventilator_cumulative,recovered,data_quality_grade
20200719,AK,173010,4647,2277,118,170733,4529,18,0,,27,0,,,1,,712,A
20200719,AL,585533,11038,67011,1777,518522,9261,1287,1,7782,920,0,,988,,526,29736,B
20200719,AR,419171,6166,32533,771,386638,5395,357,4,2177,453,42,,,97,307,25292,A+
20200719,AZ,785979,13988,143624,2359,642355,11629,2761,31,6632,3136,65,894,,622,,18149,A+
20200719,CA,6286852,119634,384692,9329,5902160,110305,7685,90,,8398,0,2107,,,,,B
20200719,CO,435938,5155,39788,444,396150,4711,1615,0,6019,401,25,,,,,4948,A
20200719,CT,629969,0,47893,0,582076,0,4396,0,10654,66,0,,,,,8466,B
20200719,DC,147765,2810,11261,67,136504,2743,578,0,,91,0,17,,12,,1886,A+
20200719,DE,152995,2238,13519,90,139476,2148,523,0,,47,0,9,,,,7362,A+
20200719,FL,3002641,70653,350047,12478,2652594,58175,5091,89,21309,9363,340,,,,,,A
20200719,GA,1255319,23513,143123,3251,1112196,20262,3173,5,15010,3036,49,,2822,,,,A
20200719,GU,18253,0,315,0,17938,0,5,0,,4,0,,,,,222,B
20200719,HI,104635,1640,1354,20,103281,1620,24,1,140,,1,,,,,1019,D
20200719,IA,415491,11762,38723,816,376768,10946,794,7,,214,0,75,,31,,27894,A+
20200719,ID,146186,3681,14302,550,131884,3131,119,1,583,224,13,33,180,,,3989,A
20200719,IL,2245686,32113,162750,965,2082936,31148,7488,5,,1356,0,320,,132,,,A
20200719,IN,626880,12425,56571,917,570309,11508,2822,2,7895,786,34,244,1675,81,,40965,A+
20200719,KS,249353,0,21965,0,227388,0,299,0,1453,,0,58,427,14,161,983,A
20200719,KY,490201,0,22184,0,468017,0,667,0,2875,514,0,109,1033,,,6824,B
20200719,LA,1069304,25364,91706,3116,977598,22248,3543,34,,1469,0,,,177,,53288,B
20200719,MA,1040535,13702,113534,296,927001,13406,8431,12,11717,498,8,64,,41,,95390,A+
20200719,MD,739785,18799,78131,925,661654,17874,3377,9,11841,449,53,131,,,,5344,A
20200719,ME,137437,2508,3687,41,133750,2467,117,0,375,10,0,9,,7,,3148,A+
20200719,MI,1484459,28381,81868,530,1402591,27851,6366,2,,680,0,201,,102,,55162,A+
20200719,MN,853188,17226,46204,734,806984,16492,1581,3,4627,258,25,120,1389,,,40001,A
20200719,MO,559079,8203,33094,846,525985,7357,1129,-1,,875,0,,,86,,,B
20200719,MP,10701,0,37,0,10664,0,2,0,4,,0,,,,,29,D
20200719,MS,378077,792,42638,792,335439,0,1355,9,3727,1129,0,278,,132,,25932,A
20200719,MT,133159,1280,2533,62,130626,1218,37,0,165,47,1,,,,,1075,C
20200719,NC,1394864,15721,99778,1820,1295086,13901,1634,5,,1115,0,,,,,67124,A
20200719,ND,133854,2339,5019,112,128835,2227,82,0,302,45,7,,,,,4131,D
20200719,NE,232401,1250,22481,120,209920,1130,301,0,1481,113,1,,,,,16801,B
20200719,NH,143378,1592,6203,38,137175,1554,398,3,673,17,3,,193,,,5251,B
20200719,NJ,1791137,9687,176783,-31,1614354,9718,15706,7,21064,766,0,149,,65,,31405,A+
20200719,NM,460664,8366,16736,280,443928,8086,569,4,2364,160,27,,,,,6736,B
20200719,NV,389788,7251,35765,1288,354023,5963,647,1,,1045,0,287,,149,,842,A+
20200719,NY,5115470,46204,406807,502,4708663,45702,25048,13,89995,722,0,160,,96,,72161,A
20200719,OH,1162914,24478,74932,1110,1087982,23368,3174,42,9555,1065,42,318,2315,163,,51086,B
20200719,OK,475940,209,25265,209,450675,0,451,0,2388,547,13,232,,,,19466,A+
20200719,OR,335590,4797,14579,430,321011,4367,260,3,1327,242,0,64,,34,,3225,A+
20200719,PA,1027379,14652,101027,786,926352,13866,7015,8,,703,0,,,96,,76780,A+
20200719,PR,204749,610,12063,610,192686,0,178,0,,315,0,26,,18,,,B
20200719,RI,179201,0,17793,0,161408,0,990,0,2088,62,0,4,,2,,1717,A+
20200719,SC,577386,15393,69986,2374,507400,13019,1155,20,4182,1593,0,,,,,22553,A
20200719,SD,98087,840,7906,44,90181,796,118,2,774,63,3,,,,,6952,B
20200719,TN,1197297,23645,78115,1779,1119182,21866,843,5,3681,1327,32,,,,,44319,A
20200719,TX,2932364,89679,325030,7300,2607334,82379,3958,93,,10592,0,,,,,172936,B
20200719,UT,462822,6582,34117,785,428705,5797,243,0,2033,296,19,102,543,,222,20915,A+
20200719,VA,907363,17662,77430,1057,829933,16605,2027,2,11203,1186,61,249,,127,,10017,A+
20200719,VI,6884,362,297,14,6587,348,6,0,,,0,,,,,135,C
20200719,VT,82500,2054,1350,12,81150,2042,56,0,,24,0,,,,,1137,B
20200719,WA,791786,24129,46026,959,745760,23170,1444,10,5033,364,49,,,62,,,B
20200719,WI,776850,8108,45948,849,730902,7259,851,1,4107,339,25,99,826,,,32628,A+
20200719,WV,230988,5477,5042,148,225946,5329,100,0,,76,0,32,,15,,3373,B
20200719,WY,44053,18,2126,18,41927,0,24,0,143,19,1,,,,,1615,B
20200718,AK,168363,2949,2159,78,166204,2871,18,1,,26,0,,,1,,708,A
20200718,AL,574495,11380,65234,2143,509261,9237,1286,21,7782,1416,198,,982,,524,29736,B
20200718,AR,413005,5508,31762,0,381243,5508,353,0,2135,464,65,,,97,304,24776,A+
20200718,AS,1037,0,0,0,1037,0,0,0,,,0,,,,,,C
20200718,AZ,771991,7023,141265,2742,630726,4281,2730,147,6567,3238,165,894,,657,,17661,A+
20200718,CA,6167218,123119,375363,9199,5791855,113920,7595,120,,8502,0,2125,,,,,B
20200718,CO,430783,6434,39344,618,391439,5816,1615,0,5994,394,28,,,,,4927,A
20200718,CT,629969,0,47893,0,582076,0,4396,0,10654,66,0,,,,,8466,B
20200718,DC,144955,3348,11194,79,133761,3269,578,1,,88,0,17,,12,,1877,A+
20200718,DE,150757,2147,13429,92,137328,2055,523,2,,51,0,8,,,,7362,A+
20200718,FL,2931988,51220,337569,10328,2594419,40892,5002,90,20969,9144,443,,,,,,A
20200718,GA,1231806,33128,139872,4689,1091934,28439,3168,36,14961,2929,314,,2819,,,,A
20200718,GU,18253,1,315,1,17938,0,5,0,,4,0,,,,,222,B
20200718,HI,102995,1791,1334,23,101661,1768,23,1,139,,1,,,,,994,D
20200718,IA,403729,1276,37907,185,365822,1091,787,3,,210,0,70,,27,,27820,A+
20200718,ID,142505,2186,13752,619,128753,1567,118,4,570,224,16,33,170,,,3827,A
20200718,IL,2213573,46099,161785,1276,2051788,44823,7483,18,,1360,0,326,,119,,,A
20200718,IN,614455,9820,55654,841,558801,8979,2820,17,7861,798,47,245,1667,84,,40722,A+
20200718,KS,249353,0,21965,0,227388,0,299,0,1453,,0,58,427,14,161,983,A
20200718,KY,490201,7139,22184,579,468017,6560,667,9,2875,514,11,109,1033,,,6824,B
20200718,LA,1043940,0,88590,0,955350,0,3509,0,,1413,0,,,161,,53288,B
20200718,MA,1026833,12246,113238,359,913595,11887,8419,17,11709,499,18,86,,43,,95390,A+
20200718,MD,720986,12770,77206,835,643780,11935,3368,9,11788,448,60,137,,,,5344,A
20200718,ME,134929,1484,3646,10,131283,1474,117,2,375,9,0,8,,5,,3136,A+
20200718,MI,1456078,30572,81338,745,1374740,29827,6364,9,,680,0,201,,102,,55162,A+
20200718,MN,835962,16451,45470,457,790492,15994,1578,5,4602,265,39,117,1377,,,39310,A
20200718,MO,550876,12980,32248,960,518628,12020,1130,9,,875,0,,,86,,,B
20200718,MP,10701,0,37,0,10664,0,2,0,4,,0,,,,,29,D
20200718,MS,377285,5821,41846,1017,335439,4804,1346,14,3727,1076,15,253,,129,,25932,A
20200718,MT,131879,1475,2471,105,129408,1370,37,0,164,46,5,,,,,1075,C
20200718,NC,1379143,35169,97958,2481,1281185,32688,1629,23,,1154,0,,,,,67124,A
20200718,ND,131515,2040,4907,115,126608,1925,82,0,295,38,5,,,,,4029,D
20200718,NE,231151,4955,22361,227,208790,4728,301,2,1480,105,27,,,,,16665,B
20200718,NH,141786,0,6165,0,135621,0,395,0,670,24,0,,192,,,5188,B
20200718,NJ,1781450,12522,176814,263,1604636,12259,15699,15,21064,800,61,141,,73,,31400,A+
20200718,NM,452298,8930,16456,318,435842,8612,565,3,2337,166,25,,,,,6654,B
20200718,NV,382537,5530,34477,1182,348060,4348,646,9,,1006,0,285,,150,,842,A+
20200718,NY,5069266,69817,406305,754,4662961,69063,25035,11,89995,743,0,172,,100,,72064,A
20200718,OH,1138436,22312,73822,1542,1064614,20770,3132,20,9513,1024,68,315,2311,159,,50280,B
20200718,OK,475731,10687,25056,916,450675,9771,451,6,2375,547,86,232,,,,19186,A+
20200718,OR,330793,6598,14149,347,316644,6251,257,3,1327,242,0,64,,34,,3225,A+
20200718,PA,1012727,13337,100241,763,912486,12574,7007,15,,699,0,,,93,,76183,A+
20200718,PR,204139,333,11453,333,192686,0,178,1,,316,0,29,,25,,,B
20200718,RI,179201,0,17793,0,161408,0,990,0,2088,62,0,4,,2,,1717,A+
20200718,SC,561993,8618,67612,1552,494381,7066,1135,39,4182,1593,0,,,,,23849,A
20200718,SD,97247,1274,7862,73,89385,1201,116,0,771,70,8,,,,,6891,B
20200718,TN,1173652,22980,76336,2517,1097316,20463,838,23,3649,1378,87,,,,,43706,A
20200718,TX,2842685,75364,317730,10158,2524955,65206,3865,130,,10658,0,,,,,169581,B
20200718,UT,456240,8434,33332,760,422908,7674,243,8,2014,251,30,91,541,,222,20421,A+
20200718,VA,889701,12997,76373,940,813328,12057,2025,12,11142,1166,88,254,,108,,9976,A+
20200718,VI,6522,469,283,20,6239,449,6,0,,,0,,,,,133,C
20200718,VT,80446,1080,1338,4,79108,1076,56,0,,25,0,,,,,1125,B
20200718,WA,767657,14483,45067,754,722590,13729,1434,7,4984,348,40,,,46,,,B
20200718,WI,768742,12477,45099,1031,723643,11446,850,10,4082,315,51,89,823,,,32004,A+
20200718,WV,225511,2959,4894,111,220617,2848,100,0,,74,0,33,,16,,3295,B
20200718,WY,44035,39,2108,39,41927,0,24,0,142,19,2,,,,,1611,B
20200717,AK,165414,2392,2081,49,163333,2343,17,0,,32,0,,,0,,697,A
20200717,AL,563115,12006,63091,2003,500024,10003,1265,35,7584,1416,0,,967,,521,29736,B
20200717,AR,407497,6536,31762,648,375735,5888,353,12,2070,464,76,,,97,298,24776,A
20200717,AS,1037,0,0,0,1037,0,0,0,,,0,,,,,,C
20200717,AZ,764968,15702,138523,3910,626445,11792,2583,91,6402,3466,106,944,,687,,17184,A+
20200717,CA,6044099,128591,366164,9986,5677935,118605,7475,130,,8450,0,2153,,,,,B
20200717,CO,424349,8133,38726,571,385623,7562,1615,14,5966,412,16,,,,,4909,A
20200717,CT,629969,14421,47893,143,582076,14278,4396,7,10654,66,0,,,,,8466,B
20200717,DC,141607,1365,11115,39,130492,1326,577,3,,87,0,17,,14,,1863,A+
20200717,DE,148610,3740,13337,223,135273,3517,521,0,,55,0,7,,,,7315,A+
20200717,FL,2880768,65150,327241,11466,2553527,53684,4912,130,20526,8961,372,,,,,,A
20200717,GA,1198678,20456,135183,3908,1063495,16548,3132,28,14647,2902,301,,2781,,,,A
20200717,GU,18252,241,314,0,17938,241,5,0,,4,0,,,,,214,B
20200717,HI,101204,1817,1311,19,99893,1798,22,0,138,,1,,,,,975,D
20200717,IA,402453,6002,37722,590,364731,5412,784,6,,210,0,70,,32,,27609,A+
20200717,ID,140319,3456,13133,688,127186,2768,114,4,554,153,28,35,165,,,3676,A
20200717,IL,2167474,43735,160509,1427,2006965,42308,7465,13,,1431,0,309,,128,,,A
20200717,IN,604635,9077,54813,733,549822,8344,2803,8,7814,815,67,258,1658,80,,40421,A+
20200717,KS,249353,9979,21965,1032,227388,8947,299,0,1453,,60,58,427,14,161,983,A
20200717,KY,483062,15058,21605,522,461457,14536,658,8,2864,452,22,89,1031,,,6772,B
20200717,LA,1043940,19803,88590,2179,955350,17624,3509,24,,1413,0,,,161,,53288,B
20200717,MA,1014587,12903,112879,298,901708,12605,8402,22,11691,515,28,76,,34,,95390,A+
20200717,MD,708216,15687,76371,707,631845,14980,3359,12,11728,434,41,128,,,,5286,A
20200717,ME,133445,2983,3636,38,129809,2945,115,1,375,12,1,11,,5,,3114,A+
20200717,MI,1425506,30352,80593,754,1344913,29598,6355,7,,680,0,201,,88,,53867,A+
20200717,MN,819511,14299,45013,666,774498,13633,1573,7,4563,252,37,110,1369,,,38568,A
20200717,MO,537896,8595,31288,866,506608,7729,1121,8,,875,0,,,86,,,B
20200717,MP,10701,1,37,1,10664,0,2,0,4,,0,,,,,29,D
20200717,MS,371464,7564,40829,1032,330635,6532,1332,24,3712,1076,37,253,,129,,25932,A
20200717,MT,130404,2564,2366,135,128038,2429,37,2,159,45,9,,,,,992,C
20200717,NC,1343974,31217,95477,2051,1248497,29166,1606,18,,1180,0,,,,,67124,A
20200717,ND,129475,1419,4792,124,124683,1295,82,0,290,36,5,,,,,3903,D
20200717,NE,226196,2967,22134,155,204062,2812,299,8,1453,96,0,,,,,16501,B
20200717,NH,141786,3514,6165,52,135621,3462,395,1,670,24,2,,192,,,5188,B
20200717,NJ,1768928,9024,176551,50,1592377,8974,15684,19,21003,868,229,141,,66,,31400,A+
20200717,NM,443368,6363,16138,297,427230,6066,562,5,2312,170,28,,,,,6578,B
20200717,NV,377007,6164,33295,1380,343712,4784,637,11,,1000,0,269,,134,,842,A+
20200717,NY,4999449,78239,405551,776,4593898,77463,25024,10,89995,765,0,179,,98,,71970,A
20200717,OH,1116124,27331,72280,1679,1043844,25652,3112,9,9445,1016,121,319,2305,161,,49302,B
20200717,OK,465044,8227,24140,699,440904,7528,445,7,2289,604,71,247,,,,18766,A+
20200717,OR,324195,5249,13802,293,310393,4956,254,5,1327,242,16,64,,34,,3199,A+
20200717,PA,999390,15749,99478,1032,899912,14717,6992,19,,680,0,,,98,,75603,A+
20200717,PR,203806,546,11120,546,192686,0,177,5,,302,0,34,,27,,,B
20200717,RI,179201,1813,17793,82,161408,1731,990,2,2088,62,4,4,,2,,1717,A+
20200717,SC,553375,13411,66060,1977,487315,11434,1096,26,4182,1593,438,,,,,23849,A
20200717,SD,95973,1937,7789,95,88184,1842,116,1,763,61,6,,,,,6808,B
20200717,TN,1150672,26975,73819,2279,1076853,24696,815,19,3562,1436,65,,,,,42734,A
20200717,TX,2767321,67466,307572,14916,2459749,52550,3735,174,,10632,0,,,,,162191,B
20200717,UT,447806,8278,32572,727,415234,7551,235,1,1984,256,28,96,532,,220,19862,A+
20200717,VA,876704,15531,75433,1002,801271,14529,2013,6,11054,1171,276,247,,118,,9883,A+
20200717,VI,6053,768,263,14,5790,754,6,0,,,0,,,,,126,C
20200717,VT,79366,326,1334,9,78032,317,56,0,,33,0,,,,,1121,B
20200717,WA,753174,19288,44313,1267,708861,18021,1427,6,4944,379,115,,,45,,,B
20200717,WI,756265,13456,44068,929,712197,12527,840,2,4031,333,63,97,816,,,31258,A+
20200717,WV,222552,3378,4783,126,217769,3252,100,1,,69,0,37,,15,,3267,B
20200717,WY,43996,544,2069,43,41927,501,24,0,140,19,9,,,,,1590,B
20200716,AK,163022,6929,2032,401,160990,6528,17,0,,32,0,,,0,,688,A
20200716,AL,551109,10060,61088,2021,490021,8039,1230,19,7584,1362,293,,950,,516,29736,B
20200716,AR,400961,5185,31114,817,369847,4368,341,6,1994,470,46,,,101,286,24195,A
20200716,AS,1037,221,0,0,1037,221,0,0,,,0,,,,,,C
20200716,AZ,749266,13304,134613,3259,614653,10045,2492,58,6296,3454,193,918,,657,,16684,A+
20200716,CA,5915508,122232,356178,8544,5559330,113688,7345,118,,8363,0,2120,,,,,B
20200716,CO,416216,6226,38155,469,378061,5757,1601,7,5950,389,-13,,,,,4880,A
20200716,CT,615548,11449,47750,114,567798,11335,4389,9,10654,66,102,,,,,8466,B
20200716,DC,140242,2298,11076,50,129166,2248,574,3,,86,0,24,,14,,1843,A+
20200716,DE,144870,1482,13114,64,131756,1418,521,0,,50,0,8,,,,7269,A+
20200716,FL,2815618,79665,315775,13965,2499843,65700,4782,156,20154,9112,495,,,,,,A
20200716,GA,1178222,23239,131275,3441,1046947,19798,3104,13,14346,2841,244,,2736,,,,A
20200716,GU,18011,184,314,1,17697,183,5,0,,4,0,,,,,214,B
20200716,HI,99387,1830,1292,28,98095,1802,22,0,137,,4,,,,,951,D
20200716,IA,396451,9139,37132,841,359319,8298,778,16,,195,0,65,,34,,27404,A+
20200716,ID,136863,2949,12445,727,124418,2222,110,7,526,153,16,35,151,,,3513,A
20200716,IL,2123739,43006,159082,1257,1964657,41749,7452,25,,1434,0,311,,127,,,A
20200716,IN,595558,8969,54080,710,541478,8259,2795,10,7747,827,61,292,1643,86,,40004,A+
20200716,KS,239374,0,20933,0,218441,0,299,0,1393,,0,65,418,21,159,948,A
20200716,KY,468004,8817,21083,406,446921,8411,650,5,2842,418,19,92,1030,,,5500,B
20200716,LA,1024137,22937,86411,2280,937726,20657,3485,24,,1401,0,,,162,,53288,B
20200716,MA,1001684,12971,112581,234,889103,12737,8380,12,11663,557,12,77,,38,,95390,A+
20200716,MD,692529,12441,75664,648,616865,11793,3347,6,11687,436,62,137,,,,5286,A
20200716,ME,130462,2531,3598,20,126864,2511,114,0,374,13,1,11,,4,,3094,A+
20200716,MI,1395154,27235,79839,926,1315315,26309,6348,18,,680,0,201,,107,,53867,A+
20200716,MN,805212,14715,44347,605,760865,14110,1566,8,4526,249,31,103,1357,,,38290,A
20200716,MO,529301,11354,30422,708,498879,10646,1113,11,,875,0,,,86,,,B
20200716,MP,10700,0,36,0,10664,0,2,0,4,,0,,,,,29,D
20200716,MS,363900,7043,39797,1230,324103,5813,1308,18,3675,1117,46,247,,125,,25932,A
20200716,MT,127840,4082,2231,135,125609,3947,35,1,150,37,5,,,,,970,C
20200716,NC,1312757,28120,93426,2160,1219331,25960,1588,20,,1134,0,,,,,67124,A
20200716,ND,128056,1492,4668,103,123388,1389,82,1,285,38,1,,,,,3796,D
20200716,NE,223229,3486,21979,262,201250,3224,291,5,1453,103,11,,,,,16324,B
20200716,NH,138272,1163,6113,22,132159,1141,394,2,668,24,3,,192,,,5125,B
20200716,NJ,1759904,17557,176501,223,1583403,17334,15665,58,20774,862,0,146,,64,,31400,A+
20200716,NM,437005,6999,15841,327,421164,6672,557,6,2284,174,23,,,,,6496,B
20200716,NV,370843,6418,31915,1447,338928,4971,626,8,,1051,0,251,,124,,834,A+
20200716,NY,4921210,72685,404775,769,4516435,71916,25014,11,89995,813,0,165,,88,,71867,A
20200716,OH,1088793,26170,70601,1290,1018192,24880,3103,28,9324,1024,115,310,2280,150,,48330,B
20200716,OK,456817,9492,23441,628,433376,8864,438,6,2218,638,48,235,,,,18095,A+
20200716,OR,318946,7160,13509,428,305437,6732,249,2,1311,219,21,63,,33,,3199,A+
20200716,PA,983641,14992,98446,781,885195,14211,6973,16,,652,0,,,95,,74818,A+
20200716,PR,203260,195,10574,195,192686,0,172,1,,280,0,25,,14,,,B
20200716,RI,177388,1513,17711,71,159677,1442,988,1,2084,64,9,4,,3,,1711,A+
20200716,SC,539964,13981,64083,1838,475881,12143,1070,72,3744,1578,0,,,,,23849,A
20200716,SD,94036,493,7694,42,86342,451,115,4,757,61,5,,,,,6737,B
20200716,TN,1123697,26024,71540,2479,1052157,23545,796,13,3497,1416,63,,,,,41250,A
20200716,TX,2699855,57656,292656,10291,2407199,47365,3561,129,,10457,0,,,,,155937,B
20200716,UT,439528,7448,31845,954,407683,6494,234,1,1956,236,43,89,523,,214,19214,A+
20200716,VA,861173,16191,74431,904,786742,15287,2007,15,10778,1134,170,248,,118,,9644,A+
20200716,VI,5285,405,249,6,5036,399,6,0,,,0,,,,,120,C
20200716,VT,79040,682,1325,7,77715,675,56,0,,25,0,,,,,1111,B
20200716,WA,733886,15652,43046,742,690840,14910,1421,17,4829,372,41,,,53,,,B
20200716,WI,742809,14313,43139,942,699670,13371,838,4,3968,310,45,88,811,,,30555,A+
20200716,WV,219174,1270,4657,100,214517,1170,99,2,,65,0,29,,13,,3128,B
20200716,WY,43452,538,2026,41,41426,497,24,2,131,18,0,,,,,1540,B
20200715,AK,156093,6620,1631,52,154462,6568,17,0,,32,0,,,0,,669,A
20200715,AL,541049,11960,59067,1812,481982,10148,1211,47,7291,1362,168,,941,,514,29736,B
20200715,AR,395776,5477,30297,564,365479,4913,335,4,1948,458,76,,,94,279,23523,A
20200715,AS,816,0,0,0,816,0,0,0,,,0,,,,,,C
20200715,AZ,735962,14019,131354,3257,604608,10762,2434,97,6103,3493,161,929,,671,,16155,A+
20200715,CA,5793276,118321,347634,11126,5445642,107195,7227,140,,8353,0,2110,,,,,B
20200715,CO,409990,5035,37686,444,372304,4591,1594,5,5963,368,22,,,,,4844,A
20200715,CT,604099,12338,47636,106,556463,12232,4380,8,10552,67,0,,,,,8351,B
20200715,DC,137944,4028,11026,80,126918,3948,571,3,,95,0,24,,15,,1809,A+
20200715,DE,143388,1788,13050,81,130338,1707,521,3,,51,0,11,,,,7236,A+
20200715,FL,2735953,50710,301810,10181,2434143,40529,4626,112,19659,8217,458,,,,,,A
20200715,GA,1154983,23949,127834,3871,1027149,20078,3091,37,14102,2786,417,,2702,,,,A
20200715,GU,17827,290,313,1,17514,289,5,0,,4,0,,,,,213,B
20200715,HI,97557,1487,1264,21,96293,1466,22,0,133,,5,,,,,921,D
20200715,IA,387312,6904,36291,442,351021,6462,762,5,,190,0,62,,30,,27177,A+
20200715,ID,133914,3630,11718,316,122196,3314,103,1,510,153,10,35,151,,,3360,A
20200715,IL,2080733,38161,157825,1187,1922908,36974,7427,8,,1454,0,324,,130,,,A
20200715,IN,586589,8180,53370,685,533219,7495,2785,10,7686,881,53,284,1634,79,,39571,A+
20200715,KS,239374,8199,20933,875,218441,7324,299,11,1393,,50,65,418,21,159,948,A
20200715,KY,459187,3631,20677,454,438510,3177,645,10,2823,445,21,92,1028,,,5475,B
20200715,LA,1001200,24745,84131,2089,917069,22656,3461,16,,1369,0,,,149,,53288,B
20200715,MA,988713,10499,112347,217,876366,10282,8368,28,11651,580,26,80,,40,,95390,A+
20200715,MD,680088,14019,75016,756,605072,13263,3341,7,11625,447,140,129,,,,5238,A
20200715,ME,127931,2456,3578,12,124353,2444,114,0,373,12,0,9,,4,,3079,A+
20200715,MI,1367919,34133,78913,1049,1289006,33084,6330,4,,543,0,184,,107,,53867,A+
20200715,MN,790497,12883,43742,572,746755,12311,1558,10,4495,254,43,106,1353,,,38179,A
20200715,MO,517947,12844,29714,888,488233,11956,1102,9,,875,0,,,86,,,B
20200715,MP,10700,3,36,3,10664,0,2,0,4,,0,,,,,29,D
20200715,MS,356857,6644,38567,1025,318290,5619,1290,18,3629,1099,44,240,,132,,25932,A
20200715,MT,123758,2362,2096,144,121662,2218,34,0,145,37,9,,,,,915,C
20200715,NC,1284637,29791,91266,1782,1193371,28009,1568,16,,1142,0,,,,,67124,A
20200715,ND,126564,1531,4565,72,121999,1459,81,3,284,42,4,,,,,3760,D
20200715,NE,219743,3508,21717,318,198026,3190,286,-2,1442,110,11,,,,,16205,B
20200715,NH,137109,1081,6091,23,131018,1058,392,1,665,23,76,,191,,,5101,B
20200715,NJ,1742347,21116,176278,363,1566069,20753,15607,25,20774,923,142,151,,78,,31400,A+
20200715,NM,430006,5651,15514,223,414492,5428,551,3,2261,171,34,,,,,6429,B
20200715,NV,364425,4245,30468,849,333957,3396,618,6,,1051,0,251,,124,,826,A+
20200715,NY,4848525,63598,404006,831,4444519,62767,25003,9,89995,831,0,165,,94,,71782,A
20200715,OH,1062623,18874,69311,1316,993312,17558,3075,6,9209,1027,160,316,2259,146,,47303,B
20200715,OK,447325,6031,22813,1075,424512,4956,432,4,2170,561,54,231,,,,17366,A+
20200715,OR,311786,6330,13081,276,298705,6054,247,3,1290,207,36,53,,30,,3129,A+
20200715,PA,968649,21366,97665,994,870984,20372,6957,26,,667,0,,,92,,74436,A+
20200715,PR,203065,256,10379,256,192686,0,171,2,,254,0,18,,11,,,B
20200715,RI,175875,1217,17640,52,158235,1165,987,2,2075,59,5,5,,3,,1707,A+
20200715,SC,525983,8502,62245,1856,463738,6646,998,5,3744,1560,0,,,,,23849,A
20200715,SD,93543,1379,7652,80,85891,1299,111,2,752,59,8,,,,,6663,B
20200715,TN,1097673,25785,69061,2273,1028612,23512,783,16,3434,1282,56,,,,,39857,A
20200715,TX,2642199,43519,282365,7307,2359834,36212,3432,110,,10471,0,,,,,149276,B
20200715,UT,432080,7559,30891,413,401189,7146,233,7,1913,250,25,83,515,,214,18593,A+
20200715,VA,844982,14132,73527,1084,771455,13048,1992,15,10608,1081,58,246,,113,,9527,A+
20200715,VI,4880,590,243,37,4637,553,6,0,,,0,,,,,112,C
20200715,VT,78358,734,1318,13,77040,721,56,0,,19,0,,,,,1104,B
20200715,WA,718234,9960,42304,547,675930,9413,1404,5,4788,353,10,,,55,,,B
20200715,WI,728496,13952,42197,848,686299,13104,834,1,3923,295,31,88,810,,,29923,A+
20200715,WV,217904,3892,4557,150,213347,3742,97,0,,63,0,26,,13,,2999,B
20200715,WY,42914,2886,1985,34,40929,2852,22,0,131,17,3,,,,,1506,B
20200714,AK,149473,2883,1579,40,147894,2843,17,0,,25,0,,,1,,642,A
20200714,AL,529089,9485,57255,1710,471834,7775,1164,40,7123,1353,378,,931,,511,25783,B
20200714,AR,390299,7325,29733,794,360566,6531,331,8,1872,445,36,,,91,273,22844,A
20200714,AS,816,0,0,0,816,0,0,0,,,0,,,,,,C
20200714,AZ,721943,19517,128097,4273,593846,15244,2337,92,5942,3517,103,970,,674,,15678,A+
20200714,CA,5674955,130590,336508,7346,5338447,123244,7087,47,,8145,0,2083,,,,,B
20200714,CO,404955,5590,37242,329,367713,5261,1589,3,5941,378,46,,,,,4808,A
20200714,CT,591761,2443,47530,20,544231,2423,4372,1,10552,66,0,,,,,8351,B
20200714,DC,133916,3696,10946,40,122970,3656,568,0,,91,0,21,,14,,1774,A+
20200714,DE,141600,2237,12969,90,128631,2147,518,1,,48,0,10,,,,7184,A+
20200714,FL,2685243,45669,291629,9194,2393614,36475,4514,133,19201,8354,384,,,,,,A
20200714,GA,1131034,23067,123963,3394,1007071,19673,3054,28,13685,2741,209,,2662,,,,A
20200714,GU,17537,195,312,0,17225,195,5,0,,3,0,,,,,210,B
20200714,HI,96070,900,1243,23,94827,877,22,3,128,,3,,,,,911,D
20200714,IA,380408,3692,35849,320,344559,3372,757,3,,186,0,67,,32,,26952,A+
20200714,ID,130284,3152,11402,500,118882,2652,102,0,500,153,23,35,144,,,3262,A
20200714,IL,2042572,28446,156638,707,1885934,27739,7419,25,,1416,0,333,,126,,,A
20200714,IN,578409,8000,52685,648,525724,7352,2775,13,7633,767,59,266,1620,73,,39155,A+
20200714,KS,231175,0,20058,0,211117,0,288,0,1343,,0,,410,,160,920,A
20200714,KY,455556,13671,20223,570,435333,13101,635,6,2802,449,11,84,1019,,,5389,B
20200714,LA,976455,23029,82042,2215,894413,20814,3445,22,,1362,0,,,146,,46334,B
20200714,MA,978214,12071,112130,303,866084,11768,8340,10,11625,560,14,93,,37,,94347,A+
20200714,MD,666069,14112,74260,733,591809,13379,3334,9,11485,415,18,118,,,,5238,A
20200714,ME,125475,1513,3566,8,121909,1505,114,0,373,17,1,7,,3,,3062,A+
20200714,MI,1333786,20359,77864,666,1255922,19693,6326,5,,543,0,184,,109,,53867,A+
20200714,MN,777614,8625,43170,398,734444,8227,1548,6,4452,236,28,107,1348,,,37749,A
